Date,Open,High,Low,Close,Adj Close,Volume
2006-02-22,1000.8599853515625,1015.8900146484375,996.9199829101562,1012.97998046875,1012.97998046875,0
2006-02-23,1010.9299926757812,1018.8099975585938,1008.489990234375,1009.1900024414062,1009.1900024414062,0
2006-02-24,1008.989990234375,1014.9099731445312,1006.6099853515625,1012.0700073242188,1012.0700073242188,0
2006-02-27,1013.6099853515625,1024.5699462890625,1012.8699951171875,1021.0700073242188,1021.0700073242188,0
2006-02-28,1019.1699829101562,1024.3399658203125,1006.9099731445312,1009.8400268554688,1009.8400268554688,0
2006-03-01,1014.8099975585938,1036.9200439453125,1014.7000122070312,1035.2099609375,1035.2099609375,0
2006-03-02,1031.010009765625,1041.199951171875,1030.6099853515625,1037.719970703125,1037.719970703125,0
2006-03-03,1030.530029296875,1050.4000244140625,1029.8599853515625,1036.260009765625,1036.260009765625,0
2006-03-06,1039.2099609375,1040.77001953125,1018.3200073242188,1023.0399780273438,1023.0399780273438,0
2006-03-07,1018.1400146484375,1018.1400146484375,1006.1300048828125,1010.9500122070312,1010.9500122070312,0
2006-03-08,1006.5499877929688,1014.219970703125,998.9199829101562,1008.3499755859375,1008.3499755859375,0
2006-03-09,1013.7100219726562,1022.0499877929688,1003.5999755859375,1003.5999755859375,1003.5999755859375,0
2006-03-10,1003.8599853515625,1011.5800170898438,994.8099975585938,1003.1400146484375,1003.1400146484375,0
2006-03-13,1007.25,1014.6300048828125,1004.7100219726562,1006.1500244140625,1006.1500244140625,0
2006-03-14,1002.8300170898438,1020.760009765625,1002.8300170898438,1019.239990234375,1019.239990234375,0
2006-03-15,1023.1699829101562,1032.0999755859375,1020.8800048828125,1032.030029296875,1032.030029296875,0
2006-03-16,1037.0999755859375,1039.0999755859375,1019.260009765625,1019.27001953125,1019.27001953125,0
2006-03-17,1020.8499755859375,1028.0,1014.780029296875,1024.93994140625,1024.93994140625,0
2006-03-20,1027.8499755859375,1030.1600341796875,1022.0700073242188,1025.9599609375,1025.9599609375,0
2006-03-21,1026.449951171875,1042.8599853515625,1020.2100219726562,1021.1099853515625,1021.1099853515625,0
2006-03-22,1014.77001953125,1027.5999755859375,1014.1900024414062,1026.2099609375,1026.2099609375,0
2006-03-23,1024.199951171875,1029.199951171875,1018.739990234375,1025.9100341796875,1025.9100341796875,0
2006-03-24,1029.6500244140625,1037.0899658203125,1026.010009765625,1033.77001953125,1033.77001953125,0
2006-03-27,1032.77001953125,1038.77001953125,1032.06005859375,1034.010009765625,1034.010009765625,0
2006-03-28,1032.469970703125,1040.550048828125,1025.030029296875,1028.27001953125,1028.27001953125,0
2006-03-29,1031.4100341796875,1053.0799560546875,1029.9599609375,1048.760009765625,1048.760009765625,0
2006-03-30,1052.4000244140625,1058.68994140625,1046.68994140625,1053.31005859375,1053.31005859375,0
2006-03-31,1055.8599853515625,1057.8199462890625,1046.9599609375,1048.800048828125,1048.800048828125,0
2006-04-03,1054.31005859375,1060.510009765625,1047.6400146484375,1049.219970703125,1049.219970703125,0
2006-04-04,1048.949951171875,1055.260009765625,1046.97998046875,1050.1500244140625,1050.1500244140625,0
2006-04-05,1052.0400390625,1069.5999755859375,1051.760009765625,1066.9000244140625,1066.9000244140625,0
2006-04-06,1066.530029296875,1076.5899658203125,1065.0999755859375,1073.8499755859375,1073.8499755859375,0
2006-04-07,1074.25,1078.7099609375,1058.699951171875,1061.550048828125,1061.550048828125,0
2006-04-10,1061.280029296875,1065.030029296875,1054.27001953125,1057.300048828125,1057.300048828125,0
2006-04-11,1060.47998046875,1061.800048828125,1041.68994140625,1046.43994140625,1046.43994140625,0
2006-04-12,1047.4100341796875,1051.27001953125,1045.2099609375,1048.239990234375,1048.239990234375,0
2006-04-13,1049.5,1062.5799560546875,1047.18994140625,1055.760009765625,1055.760009765625,0
2006-04-17,1053.199951171875,1059.1300048828125,1035.4000244140625,1041.1500244140625,1041.1500244140625,0
2006-04-18,1041.8699951171875,1064.8299560546875,1041.8699951171875,1062.8699951171875,1062.8699951171875,0
