,CLOSE,MKT_CAP_ARD
2000-01-04,7.683359998785929,
2000-01-05,7.9288347591305275,
2000-01-06,7.806097378958228,
2000-01-07,7.879739807061608,
2000-01-10,7.781549902923768,
2000-01-11,7.781549902923768,
2000-01-12,7.658812522751469,
2000-01-13,7.51152766654471,
2000-01-14,7.38879028637241,
2000-01-17,7.38879028637241,
2000-01-18,7.3642428103379505,
2000-01-19,7.3151478582690315,
2000-01-20,7.2906003822345715,
2000-01-21,7.167863002062273,
2000-01-24,7.167863002062273,
2000-01-25,6.971483193786593,
2000-01-26,6.6523660053386156,
2000-01-27,6.6769134813730755,
2000-01-28,6.578723577235236,
2000-02-14,6.603271053269696,
2000-02-15,6.848745813614294,
2000-02-16,6.971483193786593,
2000-02-17,7.020578145855513,
2000-02-18,6.750555909476455,
2000-02-21,6.750555909476455,
2000-02-22,6.505081149131857,
2000-02-23,6.6189776288010815,
2000-02-24,6.394182162162554,
2000-02-25,6.319250339949712,
2000-02-28,6.494091258446344,
2000-02-29,6.843773095439609,
2000-03-01,6.5940003547301345,
2000-03-02,6.544045806588239,
2000-03-03,6.319250339949712,
2000-03-06,6.394182162162554,
2000-03-07,6.219341243665922,
2000-03-08,6.219341243665922,
2000-03-09,6.444136710304449,
2000-03-10,6.244318517736869,
2000-03-13,6.843773095439609,
2000-03-14,6.893727643581504,
2000-03-15,7.068568562078136,
2000-03-16,7.443227673142348,
2000-03-17,7.343318576858558,
2000-03-20,7.343318576858558,
2000-03-21,7.018614013936241,
2000-03-22,6.968659465794346,
2000-03-23,7.243409480574768,
2000-03-24,6.968659465794346,
2000-03-27,6.893727643581504,
2000-03-28,6.743863999155819,
2000-03-29,6.6439549028720295,
2000-03-30,6.494091258446344,
2000-03-31,6.544045806588239,
2000-04-03,6.469113984375396,
2000-04-04,6.319250339949712,
2000-04-05,6.194363969594974,
2000-04-06,6.194363969594974,
2000-04-07,6.194363969594974,
2000-04-10,6.144409421453079,
2000-04-11,6.144409421453079,
2000-04-12,6.169386695524027,
2000-04-13,6.169386695524027,
2000-04-14,6.144409421453079,
2000-04-17,5.994545777027395,
2000-04-18,5.969568502956447,
2000-04-19,5.9445912288855,
2000-04-20,5.919613954814552,
2000-04-21,5.919613954814552,
2000-04-24,5.894636680743605,
2000-04-25,5.894636680743605,
2000-04-26,5.894636680743605,
2000-04-27,6.194363969594974,
2000-04-28,6.344227614020659,
2000-05-08,6.369204888091607,
2000-05-09,6.219341243665922,
2000-05-10,6.169386695524027,
2000-05-11,6.269295791807817,
2000-05-12,6.369204888091607,
2000-05-15,6.344227614020659,
2000-05-16,6.5940003547301345,
2000-05-17,6.469113984375396,
2000-05-18,6.419159436233501,
2000-05-19,6.444136710304449,
2000-05-22,6.544045806588239,
2000-05-23,6.38034318443258,
2000-05-24,6.38034318443258,
2000-05-25,6.176985632737518,
2000-05-26,6.736218899898939,
2000-05-29,6.736218899898939,
2000-05-30,6.964996145555884,
2000-05-31,7.447970330831657,
2000-06-01,7.727586964412367,
2000-06-02,7.575068800641071,
2000-06-05,7.600488494602954,
2000-06-06,7.6259081885648365,
2000-06-07,7.778426352336133,
2000-06-08,7.778426352336133,
2000-06-09,7.75300665837425,
2000-06-12,7.778426352336133,
2000-06-13,7.880105128183665,
2000-06-14,7.829265740259899,
2000-06-15,8.03262329195496,
2000-06-16,8.185141455726258,
2000-06-19,8.363079313459437,
2000-06-20,8.134302067802492,
2000-06-21,8.134302067802492,
2000-06-22,8.134302067802492,
2000-06-23,8.03262329195496,
2000-06-26,7.93094451610743,
2000-06-27,7.702167270450485,
2000-06-28,8.134302067802492,
2000-06-29,7.905524822145547,
2000-06-30,7.123859064940066,
2000-07-03,7.829265740259899,
2000-07-04,7.829265740259899,
2000-07-05,7.524229412717306,
2000-07-06,7.803846046298016,
2000-07-07,8.058042985916844,
2000-07-10,8.312239925535671,
2000-07-11,8.28682023157379,
2000-07-12,8.28682023157379,
2000-07-13,8.134302067802492,
2000-07-14,8.03262329195496,
2000-07-17,8.185141455726258,
2000-07-18,8.058042985916844,
2000-07-19,8.03262329195496,
2000-07-20,8.261400537611907,
2000-07-21,8.235980843650024,
2000-07-24,8.083462679878727,
2000-07-25,8.058042985916844,
2000-07-26,8.058042985916844,
2000-07-27,8.007203597993078,
2000-07-28,8.007203597993078,
2000-07-31,8.38849900742132,
2000-08-01,8.185141455726258,
2000-08-02,8.38849900742132,
2000-08-03,8.439338395345086,
2000-08-04,8.541017171192617,
2000-08-07,8.541017171192617,
2000-08-08,8.66811564100203,
2000-08-09,8.74437472288768,
2000-08-10,8.591856559116383,
2000-08-11,8.84605349873521,
2000-08-14,9.125670132315921,
2000-08-15,9.20192921420157,
2000-08-16,9.252768602125336,
2000-08-17,9.456126153820398,
2000-08-18,9.176509520239687,
2000-08-21,9.100250438354038,
2000-08-22,8.998571662506507,
2000-08-23,8.80698116829203,
2000-08-24,8.652472726743047,
2000-08-25,8.678224133667877,
2000-08-28,8.652472726743047,
2000-08-29,8.600969912893387,
2000-08-30,8.575218505968556,
2000-08-31,8.549467099043726,
2000-09-01,8.163195995171268,
2000-09-04,8.163195995171268,
2000-09-05,8.111693181321607,
2000-09-06,8.163195995171268,
2000-09-07,8.24045021594576,
2000-09-08,8.163195995171268,
2000-09-11,8.24045021594576,
2000-09-12,8.446461471344403,
2000-09-13,8.703975540592708,
2000-09-14,9.090246644465166,
2000-09-15,9.167500865239658,
2000-09-18,8.755478354442369,
2000-09-19,8.703975540592708,
2000-09-20,8.858483982141692,
2000-09-21,8.678224133667877,
2000-09-22,8.755478354442369,
2000-09-25,8.420710064419573,
2000-09-26,8.472212878269234,
2000-09-27,8.343455843645081,
2000-09-28,8.600969912893387,
2000-09-29,8.497964285194064,
2000-10-09,8.188947402096098,
2000-10-10,8.111693181321607,
2000-10-11,8.369207250569913,
2000-10-12,8.549467099043726,
2000-10-13,8.523715692118895,
2000-10-16,8.626721319818216,
2000-10-17,8.755478354442369,
2000-10-18,8.703975540592708,
2000-10-19,8.755478354442369,
2000-10-20,8.7812297613672,
2000-10-23,8.80698116829203,
2000-10-24,8.83273257521686,
2000-10-25,8.72972694751754,
2000-10-26,8.72972694751754,
2000-10-27,8.884235389066522,
2000-10-30,9.193252272164488,
2000-10-31,9.528020562187285,
2000-11-01,9.553771969112114,
2000-11-02,9.837037445285251,
2000-11-03,9.734031817585928,
2000-11-06,9.734031817585928,
2000-11-07,9.759783224510759,
2000-11-08,9.631026189886606,
2000-11-09,9.86278885221008,
2000-11-10,9.785534631435588,
2000-11-13,9.81128603836042,
2000-11-14,9.991545886834233,
2000-11-15,9.914291666059741,
2000-11-16,10.094551514533554,
2000-11-17,10.146054328383217,
2000-11-20,10.371197851720828,
2000-11-21,10.475430995959227,
2000-11-22,10.449372709899627,
2000-11-23,10.449372709899627,
2000-11-24,10.475430995959227,
2000-11-27,10.371197851720828,
2000-11-28,10.371197851720828,
2000-11-29,10.553605854138027,
2000-11-30,10.475430995959227,
2000-12-01,9.797915558409626,
2000-12-04,9.902148702648025,
2000-12-05,9.850032130528826,
2000-12-06,9.902148702648025,
2000-12-07,9.771857272350026,
2000-12-08,9.823973844469226,
2000-12-11,9.693682414171226,
2000-12-12,9.068283548740824,
2000-12-13,9.302808123277224,
2000-12-14,9.433099553575225,
2000-12-15,10.006381846886427,
2000-12-18,9.771857272350026,
2000-12-19,9.850032130528826,
2000-12-20,9.745798986290426,
2000-12-21,9.745798986290426,
2000-12-22,9.902148702648025,
2000-12-25,9.902148702648025,
2000-12-26,10.293022993542026,
2000-12-27,10.944480145032028,
2000-12-28,10.553605854138027,
2000-12-29,10.162731563244026,
2001-01-02,10.501489282018827,
2001-01-03,10.423314423840027,
2001-01-04,10.110614991124827,
2001-01-05,10.032440132946027,
2001-01-08,10.188789849303626,
2001-01-09,10.214848135363226,
2001-01-10,10.527547568078427,
2001-01-11,10.423314423840027,
2001-01-12,10.423314423840027,
2001-01-15,10.423314423840027,
2001-01-16,10.423314423840027,
2001-01-17,10.006381846886427,
2001-01-18,10.084556705065227,
2001-01-19,10.058498419005627,
2001-02-05,9.952180611882458,
2001-02-06,10.048075104581788,
2001-02-07,10.277388021906265,
2001-02-08,10.02305914996457,
2001-02-09,9.943841960343386,
2001-02-12,10.173154877667866,
2001-02-13,10.152308248820187,
