Date,Open,High,Low,Close,Adj Close,Volume
1993-01-29,43.96875,43.96875,43.75,43.9375,24.526081085205078,1003200
1993-02-01,43.96875,44.25,43.96875,44.25,24.700517654418945,480500
1993-02-02,44.21875,44.375,44.125,44.34375,24.75284194946289,201300
1993-02-03,44.40625,44.84375,44.375,44.8125,25.01450538635254,529400
1993-02-04,44.96875,45.09375,44.46875,45.0,25.11916732788086,531500
1993-02-05,44.96875,45.0625,44.71875,44.96875,25.101728439331055,492100
1993-02-08,44.96875,45.125,44.90625,44.96875,25.101728439331055,596100
1993-02-09,44.8125,44.8125,44.5625,44.65625,24.927282333374023,122100
1993-02-10,44.65625,44.75,44.53125,44.71875,24.962181091308594,379600
1993-02-11,44.78125,45.125,44.78125,44.9375,25.08428192138672,19500
1993-02-12,44.875,44.875,44.59375,44.59375,24.89239501953125,42500
1993-02-16,44.46875,44.46875,43.40625,43.46875,24.264415740966797,374800
1993-02-17,43.46875,43.53125,43.28125,43.4375,24.246980667114258,210900
1993-02-18,43.9375,43.9375,42.8125,43.40625,24.22952651977539,378100
1993-02-19,43.40625,43.5625,43.34375,43.5625,24.316740036010742,34900
1993-02-22,43.6875,43.78125,43.5625,43.71875,24.403980255126953,513600
1993-02-23,43.84375,43.875,43.46875,43.6875,24.386533737182617,373700
1993-02-24,43.71875,44.25,43.71875,44.25,24.700517654418945,26300
1993-02-25,44.21875,44.375,44.125,44.34375,24.75284194946289,44500
1993-02-26,44.4375,44.4375,44.1875,44.40625,24.787729263305664,66200
1993-03-01,44.5625,44.5625,44.21875,44.28125,24.71795082092285,66500
1993-03-02,44.3125,44.9375,44.25,44.9375,25.08428192138672,182400
1993-03-03,45.0,45.15625,44.9375,45.125,25.18893814086914,280100
1993-03-04,45.1875,45.1875,44.875,44.875,25.04939079284668,89500
1993-03-05,44.9375,45.125,44.71875,44.75,24.979610443115234,40000
1993-03-08,44.84375,45.75,44.84375,45.75,25.53782844543457,50800
1993-03-09,45.65625,45.6875,45.5,45.59375,25.450603485107422,169300
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.502941131591797,194400
1993-03-11,45.71875,45.84375,45.5,45.5625,25.433147430419922,70900
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.171493530273438,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.293603897094727,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.293603897094727,30800
1993-03-17,45.25,45.25,44.96875,45.03125,25.13661003112793,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,25.293603897094727,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.255325317382812,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,25.1151123046875,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,25.167694091796875,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,25.167694091796875,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,25.3254337310791,110100
1993-03-26,45.125,45.15625,44.875,44.90625,25.185230255126953,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.290372848510742,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.360483169555664,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.342954635620117,111600
1993-04-01,45.25,45.25,44.9375,45.03125,25.255325317382812,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,24.729555130004883,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,24.85222625732422,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,24.782127380371094,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,24.869747161865234,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,24.83469009399414,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.185230255126953,348500
1993-04-13,44.875,45.15625,44.84375,45.0,25.23780059814453,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.20275115966797,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,25.20275115966797,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,25.20275115966797,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,25.097585678100586,157000
1993-04-20,44.6875,44.75,44.25,44.53125,24.97490882873535,279500
1993-04-21,44.625,44.625,44.375,44.5,24.95738983154297,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.64191436767578,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,24.536762237548828,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.34395980834961,62600
1993-04-27,43.34375,43.875,43.34375,43.875,24.606855392456055,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.55427360534668,85900
1993-04-29,43.875,43.96875,43.625,43.96875,24.659452438354492,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,24.69447898864746,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,24.85222625732422,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,24.939847946166992,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.009958267211914,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,24.92232322692871,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,24.869747161865234,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,24.92232322692871,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.027484893798828,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,24.992429733276367,31000
1993-05-13,44.375,44.375,44.0,44.03125,24.69447898864746,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.67696762084961,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,24.76460838317871,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,24.74705696105957,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.255325317382812,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.3254337310791,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.097585678100586,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.20275115966797,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.255325317382812,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.570804595947266,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.483179092407227,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.360483169555664,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,25.60584259033203,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,25.570804595947266,20300
1993-06-03,45.5,45.5,45.34375,45.4375,25.483179092407227,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.39553451538086,32000
1993-06-07,45.375,45.375,45.125,45.125,25.30790138244629,121400
1993-06-08,45.0,45.0,44.71875,44.71875,25.080074310302734,104500
1993-06-09,44.875,45.0625,44.8125,44.875,25.167694091796875,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,25.185230255126953,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.290372848510742,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.255325317382812,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,25.20275115966797,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.255325317382812,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,25.342954635620117,37400
1993-06-18,44.84375,44.84375,44.5,44.5,25.134265899658203,58500
1993-06-21,44.625,44.625,44.53125,44.59375,25.18721580505371,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,25.204872131347656,137500
1993-06-23,44.625,44.625,44.21875,44.21875,24.975412368774414,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.310762405395508,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,25.293109893798828,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,25.57552719116211,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,25.45197296142578,207500
1993-06-30,45.125,45.21875,45.0,45.0625,25.45197296142578,437600
1993-07-01,45.125,45.125,44.875,44.9375,25.38137435913086,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.240154266357422,285400
1993-07-06,44.625,44.75,44.15625,44.21875,24.975412368774414,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.04601287841797,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,25.32842254638672,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,25.39901351928711,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.38137435913086,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.363725662231445,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.45197296142578,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,25.34606170654297,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,25.275463104248047,216400
1993-07-19,44.75,44.75,44.59375,44.71875,25.25782012939453,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.32842254638672,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.310762405395508,142700
1993-07-22,44.75,44.8125,44.5,44.5,25.134265899658203,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.25782012939453,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.39901351928711,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,25.38137435913086,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.32842254638672,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,25.469615936279297,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.32842254638672,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.39901351928711,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.416677474975586,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.416677474975586,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.363725662231445,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.39901351928711,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,25.54022789001465,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,25.522573471069336,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.522573471069336,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.45197296142578,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,25.487266540527344,103500
1993-08-16,45.15625,45.5,45.15625,45.375,25.628469467163086,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,25.71674346923828,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,25.857933044433594,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,25.857933044433594,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,25.875564575195312,80700
1993-08-23,45.625,45.75,45.625,45.71875,25.822622299194336,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.105045318603516,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.122682571411133,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.140344619750977,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.122682571411133,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.22859001159668,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.299198150634766,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.263887405395508,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.17564582824707,472400
