ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-06-30 16:30:00+00:00,33,2,6316,15.07,15.07,15.07,15.07,350,META
2021-06-30 16:33:00+00:00,33,2,6316,15.08,15.08,15.08,15.08,700,META
2021-06-30 16:35:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,45,META
2021-06-30 16:40:00+00:00,33,2,6316,15.08,15.08,15.08,15.08,1,META
2021-06-30 16:42:00+00:00,33,2,6316,15.08,15.09,15.08,15.09,352,META
2021-06-30 16:43:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,662,META
2021-06-30 16:44:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,500,META
2021-06-30 16:45:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,8,META
2021-06-30 16:46:00+00:00,33,2,6316,15.09,15.1,15.09,15.09,1286,META
2021-06-30 16:48:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,207,META
2021-06-30 16:49:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,2,META
2021-06-30 16:50:00+00:00,33,2,6316,15.09,15.09,15.08,15.08,275,META
2021-06-30 16:51:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,5,META
2021-06-30 16:52:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,100,META
2021-06-30 16:57:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,350,META
2021-06-30 16:58:00+00:00,33,2,6316,15.09,15.09,15.08,15.08,526,META
2021-06-30 17:03:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,4,META
2021-06-30 17:05:00+00:00,33,2,6316,15.09,15.09,15.09,15.09,3,META
2021-06-30 17:10:00+00:00,33,2,6316,15.1,15.1,15.1,15.1,3,META
2021-06-30 17:11:00+00:00,33,2,6316,15.1,15.1,15.1,15.1,160,META
2021-06-30 17:12:00+00:00,33,2,6316,15.1,15.1,15.1,15.1,22,META
2021-06-30 17:14:00+00:00,33,2,6316,15.1,15.12,15.1,15.12,5773,META
2021-06-30 17:15:00+00:00,33,2,6316,15.11,15.11,15.11,15.11,10,META
2021-06-30 17:16:00+00:00,33,2,6316,15.11,15.11,15.11,15.11,100,META
2021-06-30 17:20:00+00:00,33,2,6316,15.11,15.11,15.11,15.11,5,META
2021-06-30 17:28:00+00:00,33,2,6316,15.1,15.1,15.1,15.1,20,META
2021-06-30 17:42:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,5,META
2021-06-30 17:47:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,6,META
2021-06-30 18:09:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,250,META
2021-06-30 18:10:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,350,META
2021-06-30 18:18:00+00:00,33,2,6316,15.13,15.14,15.13,15.14,7600,META
2021-06-30 18:21:00+00:00,33,2,6316,15.13,15.13,15.13,15.13,10,META
2021-06-30 18:23:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,1,META
2021-06-30 18:24:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,245,META
2021-06-30 18:26:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,24,META
2021-06-30 18:29:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,6,META
2021-06-30 18:30:00+00:00,33,2,6316,15.12,15.12,15.12,15.12,35,META
2021-06-30 18:33:00+00:00,33,2,6316,15.13,15.13,15.13,15.13,7,META
2021-06-30 18:44:00+00:00,33,2,6316,15.13,15.13,15.13,15.13,200,META
2021-06-30 18:45:00+00:00,33,2,6316,15.13,15.13,15.13,15.13,1305,META
2021-06-30 18:47:00+00:00,33,2,6316,15.13,15.13,15.13,15.13,340,META
2021-06-30 18:51:00+00:00,33,2,6316,15.14,15.14,15.14,15.14,32,META
2021-06-30 18:52:00+00:00,33,2,6316,15.14,15.14,15.14,15.14,33,META
2021-06-30 18:54:00+00:00,33,2,6316,15.14,15.14,15.14,15.14,2,META
2021-06-30 18:56:00+00:00,33,2,6316,15.14,15.14,15.14,15.14,6,META
2021-06-30 19:11:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,104,META
2021-06-30 19:12:00+00:00,33,2,6316,15.17,15.17,15.17,15.17,805,META
2021-06-30 19:13:00+00:00,33,2,6316,15.17,15.17,15.16,15.16,512,META
2021-06-30 19:14:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,713,META
2021-06-30 19:15:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,1226,META
2021-06-30 19:16:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,92,META
2021-06-30 19:17:00+00:00,33,2,6316,15.16,15.17,15.16,15.17,1531,META
2021-06-30 19:18:00+00:00,33,2,6316,15.17,15.17,15.17,15.17,200,META
2021-06-30 19:19:00+00:00,33,2,6316,15.18,15.18,15.18,15.18,1605,META
2021-06-30 19:20:00+00:00,33,2,6316,15.16,15.17,15.16,15.17,1202,META
2021-06-30 19:21:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,150,META
2021-06-30 19:22:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,26,META
2021-06-30 19:23:00+00:00,33,2,6316,15.16,15.17,15.16,15.17,397,META
2021-06-30 19:25:00+00:00,33,2,6316,15.17,15.17,15.17,15.17,182,META
2021-06-30 19:26:00+00:00,33,2,6316,15.17,15.17,15.17,15.17,573,META
2021-06-30 19:27:00+00:00,33,2,6316,15.17,15.18,15.17,15.18,1200,META
2021-06-30 19:28:00+00:00,33,2,6316,15.17,15.17,15.17,15.17,315,META
2021-06-30 19:29:00+00:00,33,2,6316,15.17,15.17,15.17,15.17,1030,META
2021-06-30 19:30:00+00:00,33,2,6316,15.17,15.17,15.16,15.16,1300,META
2021-06-30 19:31:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,100,META
2021-06-30 19:32:00+00:00,33,2,6316,15.16,15.16,15.15,15.15,518,META
2021-06-30 19:33:00+00:00,33,2,6316,15.15,15.16,15.15,15.15,540,META
2021-06-30 19:34:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,350,META
2021-06-30 19:35:00+00:00,33,2,6316,15.16,15.17,15.16,15.17,301,META
2021-06-30 19:36:00+00:00,33,2,6316,15.15,15.15,15.15,15.15,210,META
2021-06-30 19:37:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,300,META
2021-06-30 19:38:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,1005,META
2021-06-30 19:39:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,1695,META
2021-06-30 19:41:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,300,META
2021-06-30 19:42:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,1000,META
2021-06-30 19:43:00+00:00,33,2,6316,15.15,15.16,15.15,15.16,14,META
2021-06-30 19:44:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,200,META
2021-06-30 19:45:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,350,META
2021-06-30 19:49:00+00:00,33,2,6316,15.16,15.16,15.16,15.16,201,META
2021-06-30 19:50:00+00:00,33,2,6316,15.13,15.14,15.13,15.14,502,META
2021-06-30 19:51:00+00:00,33,2,6316,15.15,15.15,15.15,15.15,159,META
2021-06-30 19:53:00+00:00,33,2,6316,15.15,15.16,15.15,15.16,900,META
2021-06-30 19:59:00+00:00,33,2,6316,15.13,15.13,15.13,15.13,2,META
2021-07-01 11:17:00+00:00,33,2,6317,15.51,15.51,15.5,15.5,101,META
2021-07-01 11:22:00+00:00,33,2,6317,15.55,15.55,15.55,15.55,5,META
2021-07-01 11:23:00+00:00,33,2,6317,15.51,15.55,15.51,15.55,138,META
2021-07-01 11:34:00+00:00,33,2,6317,15.56,15.56,15.55,15.55,40,META
2021-07-01 11:35:00+00:00,33,2,6317,15.56,15.56,15.56,15.56,100,META
2021-07-01 11:44:00+00:00,33,2,6317,15.56,15.56,15.56,15.56,12,META
2021-07-01 11:51:00+00:00,33,2,6317,15.5,15.5,15.5,15.5,63,META
2021-07-01 11:56:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,100,META
2021-07-01 11:57:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,10,META
2021-07-01 11:58:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,2,META
2021-07-01 11:59:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,40,META
2021-07-01 12:03:00+00:00,33,2,6317,15.44,15.44,15.44,15.44,1848,META
2021-07-01 12:12:00+00:00,33,2,6317,15.5,15.5,15.5,15.5,10,META
2021-07-01 12:16:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,6,META
2021-07-01 12:18:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,39,META
2021-07-01 12:26:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,26,META
2021-07-01 12:31:00+00:00,33,2,6317,15.44,15.44,15.44,15.44,13,META
2021-07-01 12:42:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,100,META
2021-07-01 12:44:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,100,META
2021-07-01 12:45:00+00:00,33,2,6317,15.45,15.45,15.45,15.45,32,META
2021-07-01 12:46:00+00:00,33,2,6317,15.44,15.44,15.31,15.31,30,META
2021-07-01 12:53:00+00:00,33,2,6317,15.23,15.23,15.21,15.21,23,META
2021-07-01 13:26:00+00:00,33,2,6317,15.2,15.2,15.05,15.05,2064,META
2021-07-01 13:27:00+00:00,33,2,6317,15.09,15.09,15.09,15.09,7,META
2021-07-01 13:28:00+00:00,33,2,6317,15.09,15.09,15.09,15.09,10,META
2021-07-01 13:29:00+00:00,33,2,6317,15.09,15.09,15.04,15.04,19,META
2021-07-01 13:30:00+00:00,33,2,6317,15.12,15.12,15.12,15.12,413,META
2021-07-01 13:32:00+00:00,33,2,6317,15.12,15.12,15.12,15.12,1,META
2021-07-01 13:33:00+00:00,33,2,6317,15.11,15.11,15.11,15.11,1,META
2021-07-01 13:34:00+00:00,33,2,6317,15.12,15.12,15.11,15.11,2,META
2021-07-01 13:35:00+00:00,33,2,6317,15.1,15.1,15.1,15.1,243,META
2021-07-01 13:36:00+00:00,33,2,6317,15.1,15.1,15.1,15.1,1,META
2021-07-01 13:37:00+00:00,33,2,6317,15.11,15.11,15.11,15.11,20,META
2021-07-01 13:40:00+00:00,33,2,6317,15.12,15.12,15.12,15.12,1,META
2021-07-01 13:41:00+00:00,33,2,6317,15.11,15.11,15.09,15.09,7,META
2021-07-01 13:42:00+00:00,33,2,6317,15.1,15.1,15.1,15.1,15,META
2021-07-01 13:47:00+00:00,33,2,6317,15.12,15.12,15.11,15.11,29,META
2021-07-01 13:49:00+00:00,33,2,6317,15.1,15.1,15.1,15.1,2,META
2021-07-01 13:50:00+00:00,33,2,6317,15.08,15.08,15.08,15.08,1,META
2021-07-01 13:51:00+00:00,33,2,6317,15.09,15.09,15.08,15.08,14,META
2021-07-01 13:52:00+00:00,33,2,6317,15.07,15.07,15.07,15.07,17,META
2021-07-01 13:53:00+00:00,33,2,6317,15.05,15.05,15.04,15.04,18,META
2021-07-01 13:55:00+00:00,33,2,6317,15.03,15.03,15.02,15.02,31,META
2021-07-01 13:56:00+00:00,33,2,6317,15.01,15.01,15.0,15.0,300,META
2021-07-01 13:58:00+00:00,33,2,6317,15.03,15.03,15.03,15.03,10,META
2021-07-01 13:59:00+00:00,33,2,6317,15.04,15.04,15.04,15.04,1,META
2021-07-01 14:00:00+00:00,33,2,6317,15.03,15.03,15.03,15.03,10,META
2021-07-01 14:01:00+00:00,33,2,6317,15.03,15.03,15.03,15.03,5,META
2021-07-01 14:07:00+00:00,33,2,6317,15.01,15.01,15.01,15.01,74,META
2021-07-01 14:08:00+00:00,33,2,6317,15.0,15.0,15.0,15.0,9,META
2021-07-01 14:10:00+00:00,33,2,6317,15.0,15.0,15.0,15.0,45,META
2021-07-01 14:14:00+00:00,33,2,6317,15.05,15.06,15.05,15.06,1500,META
2021-07-01 14:15:00+00:00,33,2,6317,15.04,15.06,15.04,15.06,2500,META
2021-07-01 14:18:00+00:00,33,2,6317,15.03,15.03,15.02,15.02,389,META
2021-07-01 14:20:00+00:00,33,2,6317,15.01,15.01,15.0,15.0,585,META
2021-07-01 14:23:00+00:00,33,2,6317,15.01,15.01,15.01,15.01,1,META
2021-07-01 14:25:00+00:00,33,2,6317,15.01,15.01,15.01,15.01,100,META
2021-07-01 14:27:00+00:00,33,2,6317,15.0,15.0,15.0,15.0,205,META
2021-07-01 14:31:00+00:00,33,2,6317,15.02,15.02,15.02,15.02,60,META
2021-07-01 14:33:00+00:00,33,2,6317,15.02,15.02,15.02,15.02,50,META
2021-07-01 14:36:00+00:00,33,2,6317,15.03,15.03,15.02,15.02,301,META
2021-07-01 14:37:00+00:00,33,2,6317,15.03,15.03,15.03,15.03,100,META
2021-07-01 14:38:00+00:00,33,2,6317,15.03,15.03,15.03,15.03,200,META
2021-07-01 14:39:00+00:00,33,2,6317,15.02,15.02,15.02,15.02,5,META
2021-07-01 14:43:00+00:00,33,2,6317,15.01,15.01,15.0,15.0,106,META
2021-07-01 14:45:00+00:00,33,2,6317,15.0,15.0,14.99,14.99,9,META
2021-07-01 14:48:00+00:00,33,2,6317,14.98,14.98,14.98,14.98,10,META
2021-07-01 14:57:00+00:00,33,2,6317,14.96,14.96,14.96,14.96,13,META
2021-07-01 14:58:00+00:00,33,2,6317,14.96,14.96,14.96,14.96,10,META
2021-07-01 15:06:00+00:00,33,2,6317,14.95,14.95,14.95,14.95,74,META
2021-07-01 15:07:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,1,META
2021-07-01 15:08:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,10,META
2021-07-01 15:11:00+00:00,33,2,6317,14.92,14.92,14.9,14.9,942,META
2021-07-01 15:13:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,10,META
2021-07-01 15:14:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,85,META
2021-07-01 15:16:00+00:00,33,2,6317,14.88,14.88,14.88,14.88,1,META
2021-07-01 15:18:00+00:00,33,2,6317,14.88,14.88,14.87,14.87,104,META
2021-07-01 15:19:00+00:00,33,2,6317,14.87,14.87,14.87,14.87,4,META
2021-07-01 15:20:00+00:00,33,2,6317,14.86,14.86,14.86,14.86,10,META
2021-07-01 15:22:00+00:00,33,2,6317,14.85,14.85,14.85,14.85,3,META
2021-07-01 15:26:00+00:00,33,2,6317,14.85,14.85,14.85,14.85,25,META
2021-07-01 15:27:00+00:00,33,2,6317,14.85,14.85,14.85,14.85,3,META
2021-07-01 15:30:00+00:00,33,2,6317,14.85,14.85,14.85,14.85,8,META
2021-07-01 15:33:00+00:00,33,2,6317,14.85,14.85,14.84,14.84,54,META
2021-07-01 15:42:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,10,META
2021-07-01 15:58:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,27,META
2021-07-01 16:01:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,16,META
2021-07-01 16:03:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,5,META
2021-07-01 16:04:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,221,META
2021-07-01 16:10:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,1,META
2021-07-01 16:18:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,2,META
2021-07-01 16:29:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,1,META
2021-07-01 16:33:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,1,META
2021-07-01 16:39:00+00:00,33,2,6317,14.88,14.88,14.88,14.88,12,META
2021-07-01 16:53:00+00:00,33,2,6317,14.87,14.87,14.87,14.87,7,META
2021-07-01 16:57:00+00:00,33,2,6317,14.88,14.88,14.88,14.88,10,META
2021-07-01 17:16:00+00:00,33,2,6317,14.87,14.87,14.87,14.87,16,META
2021-07-01 17:45:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,16,META
2021-07-01 17:46:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,2,META
2021-07-01 17:51:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,215,META
2021-07-01 17:54:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,70,META
2021-07-01 18:04:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,10,META
2021-07-01 18:06:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,100,META
2021-07-01 18:08:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,18,META
2021-07-01 18:34:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,16,META
2021-07-01 18:49:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,300,META
2021-07-01 18:50:00+00:00,33,2,6317,14.925,14.94,14.925,14.94,1500,META
2021-07-01 18:55:00+00:00,33,2,6317,14.925,14.925,14.925,14.925,16,META
2021-07-01 18:59:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,6,META
2021-07-01 19:02:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,5,META
2021-07-01 19:08:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,1,META
2021-07-01 19:10:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,16,META
2021-07-01 19:12:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,9,META
2021-07-01 19:16:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,9,META
2021-07-01 19:17:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,300,META
2021-07-01 19:22:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,3,META
2021-07-01 19:31:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,323,META
2021-07-01 19:36:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,500,META
2021-07-01 19:43:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,43,META
2021-07-01 19:50:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,21,META
2021-07-01 19:51:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,1000,META
2021-07-01 19:52:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,6,META
2021-07-01 19:54:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,3,META
2021-07-01 19:55:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,1,META
2021-07-01 19:56:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,5,META
2021-07-01 19:58:00+00:00,33,2,6317,14.89,14.89,14.88,14.88,7,META
2021-07-01 19:59:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,110,META
2021-07-02 08:22:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,163,META
2021-07-02 08:27:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,235,META
2021-07-02 08:38:00+00:00,33,2,6314,15.64,15.64,15.64,15.64,38,META
2021-07-02 08:39:00+00:00,33,2,6314,15.63,15.64,15.6,15.64,2010,META
2021-07-02 08:40:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,10,META
2021-07-02 08:41:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,80,META
2021-07-02 08:49:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,130,META
2021-07-02 08:53:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,3,META
2021-07-02 08:55:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,10,META
2021-07-02 09:01:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,10,META
2021-07-02 09:03:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,7,META
2021-07-02 09:05:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,4,META
2021-07-02 09:07:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,1,META
2021-07-02 09:08:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,6,META
2021-07-02 09:11:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,29,META
2021-07-02 09:15:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,5,META
2021-07-02 09:17:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,14,META
2021-07-02 09:21:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,1,META
2021-07-02 09:22:00+00:00,33,2,6314,15.63,15.63,15.63,15.63,28,META
