ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-07-07 18:01:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,45,META
2021-07-07 18:07:00+00:00,33,2,6317,14.95,14.95,14.95,14.95,25,META
2021-07-07 18:12:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,10,META
2021-07-07 18:13:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,10,META
2021-07-07 18:15:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,46,META
2021-07-07 18:16:00+00:00,33,2,6317,14.94,14.94,14.93,14.93,168,META
2021-07-07 18:17:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,13,META
2021-07-07 18:26:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,50,META
2021-07-07 18:27:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,1,META
2021-07-07 18:30:00+00:00,33,2,6317,14.94,14.94,14.93,14.93,93,META
2021-07-07 18:31:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,4,META
2021-07-07 18:32:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,73,META
2021-07-07 18:34:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,138,META
2021-07-07 18:35:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,125,META
2021-07-07 18:36:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,192,META
2021-07-07 18:37:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,8,META
2021-07-07 18:38:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,2,META
2021-07-07 18:39:00+00:00,33,2,6317,14.9,14.91,14.9,14.91,364,META
2021-07-07 18:41:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,54,META
2021-07-07 18:42:00+00:00,33,2,6317,14.9,14.91,14.9,14.91,58,META
2021-07-07 18:43:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,36,META
2021-07-07 18:46:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,20,META
2021-07-07 18:54:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,1,META
2021-07-07 18:55:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,44,META
2021-07-07 18:57:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,22,META
2021-07-07 18:58:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,1,META
2021-07-07 18:59:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,4,META
2021-07-07 19:06:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,33,META
2021-07-07 19:08:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,15,META
2021-07-07 19:14:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,28,META
2021-07-07 19:15:00+00:00,33,2,6317,14.94,14.94,14.94,14.94,6,META
2021-07-07 19:16:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,10,META
2021-07-07 19:17:00+00:00,33,2,6317,14.93,14.93,14.93,14.93,19,META
2021-07-07 19:19:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,1,META
2021-07-07 19:20:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,6,META
2021-07-07 19:21:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,22,META
2021-07-07 19:22:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,4,META
2021-07-07 19:23:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,27,META
2021-07-07 19:24:00+00:00,33,2,6317,14.92,14.93,14.92,14.92,7518,META
2021-07-07 19:26:00+00:00,33,2,6317,14.92,14.92,14.92,14.92,4,META
2021-07-07 19:28:00+00:00,33,2,6317,14.92,14.92,14.91,14.91,8,META
2021-07-07 19:30:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,2,META
2021-07-07 19:31:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,1,META
2021-07-07 19:32:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,18,META
2021-07-07 19:33:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,4,META
2021-07-07 19:34:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,10,META
2021-07-07 19:36:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,1,META
2021-07-07 19:38:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,18,META
2021-07-07 19:39:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,4,META
2021-07-07 19:40:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,76,META
2021-07-07 19:41:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,5,META
2021-07-07 19:45:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,22,META
2021-07-07 19:47:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,26,META
2021-07-07 19:49:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,3,META
2021-07-07 19:50:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,4,META
2021-07-07 19:51:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,12,META
2021-07-07 19:52:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,4,META
2021-07-07 19:53:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,26,META
2021-07-07 19:54:00+00:00,33,2,6317,14.91,14.91,14.91,14.91,32,META
2021-07-07 19:55:00+00:00,33,2,6317,14.91,14.91,14.9,14.9,331,META
2021-07-07 19:56:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,29,META
2021-07-07 19:57:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,14,META
2021-07-07 19:58:00+00:00,33,2,6317,14.89,14.89,14.89,14.89,129,META
2021-07-07 19:59:00+00:00,33,2,6317,14.89,14.89,14.88,14.88,1209,META
2021-07-07 20:47:00+00:00,33,2,6317,14.9,14.9,14.89,14.89,24,META
2021-07-07 21:42:00+00:00,33,2,6317,14.9,14.9,14.9,14.9,100,META
2021-07-08 08:11:00+00:00,33,2,6321,14.89,14.89,14.89,14.89,3,META
2021-07-08 09:02:00+00:00,33,2,6321,14.23,14.23,14.23,14.23,4,META
2021-07-08 09:04:00+00:00,33,2,6321,14.23,14.23,14.23,14.23,26,META
2021-07-08 09:07:00+00:00,33,2,6321,14.3,14.3,14.3,14.3,3,META
2021-07-08 09:10:00+00:00,33,2,6321,14.31,14.31,14.31,14.31,12,META
2021-07-08 09:15:00+00:00,33,2,6321,14.74,14.74,14.74,14.74,100,META
2021-07-08 09:18:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,800,META
2021-07-08 09:26:00+00:00,33,2,6321,14.57,14.57,14.57,14.57,10,META
2021-07-08 09:35:00+00:00,33,2,6321,14.52,14.52,14.52,14.52,39,META
2021-07-08 09:36:00+00:00,33,2,6321,14.32,14.32,14.32,14.32,30,META
2021-07-08 09:39:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,10,META
2021-07-08 09:40:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,2,META
2021-07-08 09:42:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,1,META
2021-07-08 09:46:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,22,META
2021-07-08 09:47:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,20,META
2021-07-08 09:48:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,5,META
2021-07-08 09:52:00+00:00,33,2,6321,14.47,14.47,14.46,14.46,3,META
2021-07-08 09:53:00+00:00,33,2,6321,14.46,14.46,14.46,14.46,1,META
2021-07-08 09:54:00+00:00,33,2,6321,14.46,14.46,14.46,14.46,1,META
2021-07-08 09:56:00+00:00,33,2,6321,14.46,14.46,14.46,14.46,27,META
2021-07-08 10:00:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,17,META
2021-07-08 10:01:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,17,META
2021-07-08 10:02:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,1,META
2021-07-08 10:04:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,10,META
2021-07-08 10:09:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,3,META
2021-07-08 10:10:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,1,META
2021-07-08 10:19:00+00:00,33,2,6321,14.45,14.45,14.45,14.45,5,META
2021-07-08 10:20:00+00:00,33,2,6321,14.44,14.44,14.44,14.44,5,META
2021-07-08 10:24:00+00:00,33,2,6321,14.44,14.44,14.44,14.44,2,META
2021-07-08 10:26:00+00:00,33,2,6321,14.44,14.44,14.44,14.44,498,META
2021-07-08 10:29:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,10,META
2021-07-08 10:30:00+00:00,33,2,6321,14.35,14.35,14.3,14.3,276,META
2021-07-08 10:34:00+00:00,33,2,6321,14.3,14.3,14.3,14.3,20,META
2021-07-08 11:03:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,60,META
2021-07-08 11:16:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,19,META
2021-07-08 11:29:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,5,META
2021-07-08 11:31:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,22,META
2021-07-08 11:43:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,2,META
2021-07-08 11:51:00+00:00,33,2,6321,14.46,14.46,14.4,14.4,294,META
2021-07-08 12:05:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,13,META
2021-07-08 12:06:00+00:00,33,2,6321,14.5,14.5,14.5,14.5,1,META
2021-07-08 12:08:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,100,META
2021-07-08 12:09:00+00:00,33,2,6321,14.4,14.4,14.39,14.39,47,META
2021-07-08 12:10:00+00:00,33,2,6321,14.39,14.39,14.39,14.39,1,META
2021-07-08 12:18:00+00:00,33,2,6321,14.33,14.33,14.33,14.33,30,META
2021-07-08 12:20:00+00:00,33,2,6321,14.33,14.33,14.33,14.33,17,META
2021-07-08 12:21:00+00:00,33,2,6321,14.33,14.33,14.33,14.33,1,META
2021-07-08 12:22:00+00:00,33,2,6321,14.33,14.33,14.33,14.33,5,META
2021-07-08 12:32:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,34,META
2021-07-08 12:34:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,910,META
2021-07-08 12:36:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,22,META
2021-07-08 12:37:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,28,META
2021-07-08 12:39:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,13,META
2021-07-08 12:40:00+00:00,33,2,6321,14.34,14.34,14.34,14.34,100,META
2021-07-08 12:43:00+00:00,33,2,6321,14.35,14.35,14.35,14.35,4,META
2021-07-08 12:44:00+00:00,33,2,6321,14.35,14.35,14.35,14.35,19,META
2021-07-08 12:50:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,409,META
2021-07-08 12:53:00+00:00,33,2,6321,14.49,14.49,14.4,14.4,187,META
2021-07-08 12:54:00+00:00,33,2,6321,14.49,14.49,14.4,14.4,51,META
2021-07-08 12:55:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,17,META
2021-07-08 12:56:00+00:00,33,2,6321,14.4,14.4,14.4,14.4,18,META
2021-07-08 12:58:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,108,META
2021-07-08 12:59:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,4,META
2021-07-08 13:00:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,2,META
2021-07-08 13:01:00+00:00,33,2,6321,14.49,14.49,14.48,14.49,3,META
2021-07-08 13:02:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,95,META
2021-07-08 13:05:00+00:00,33,2,6321,14.49,14.5,14.49,14.49,936,META
2021-07-08 13:07:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,1,META
2021-07-08 13:09:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,27,META
2021-07-08 13:10:00+00:00,33,2,6321,14.49,14.49,14.48,14.48,113,META
2021-07-08 13:13:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,6,META
2021-07-08 13:14:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,1,META
2021-07-08 13:15:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,1,META
2021-07-08 13:16:00+00:00,33,2,6321,14.49,14.49,14.49,14.49,80,META
2021-07-08 13:17:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,55,META
2021-07-08 13:19:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,1,META
2021-07-08 13:20:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,5,META
2021-07-08 13:24:00+00:00,33,2,6321,14.48,14.48,14.48,14.48,4,META
2021-07-08 13:26:00+00:00,33,2,6321,14.48,14.48,14.47,14.47,13,META
2021-07-08 13:28:00+00:00,33,2,6321,14.53,14.54,14.53,14.54,301,META
2021-07-08 13:29:00+00:00,33,2,6321,14.59,14.59,14.59,14.59,102,META
2021-07-08 13:30:00+00:00,33,2,6321,14.6,14.6,14.53,14.53,570,META
2021-07-08 13:31:00+00:00,33,2,6321,14.53,14.545,14.53,14.545,74,META
2021-07-08 13:32:00+00:00,33,2,6321,14.545,14.545,14.52,14.52,55,META
2021-07-08 13:33:00+00:00,33,2,6321,14.52,14.555,14.51,14.555,186,META
2021-07-08 13:34:00+00:00,33,2,6321,14.565,14.565,14.565,14.565,100,META
2021-07-08 13:35:00+00:00,33,2,6321,14.585,14.585,14.585,14.585,21,META
2021-07-08 13:36:00+00:00,33,2,6321,14.595,14.595,14.595,14.595,1,META
2021-07-08 13:37:00+00:00,33,2,6321,14.6,14.6,14.59,14.59,45,META
2021-07-08 13:38:00+00:00,33,2,6321,14.595,14.595,14.59,14.59,54,META
2021-07-08 13:39:00+00:00,33,2,6321,14.59,14.59,14.59,14.59,36,META
2021-07-08 13:41:00+00:00,33,2,6321,14.615,14.615,14.615,14.615,2,META
2021-07-08 13:42:00+00:00,33,2,6321,14.6,14.6,14.58,14.58,506,META
2021-07-08 13:43:00+00:00,33,2,6321,14.58,14.59,14.58,14.59,314,META
2021-07-08 13:44:00+00:00,33,2,6321,14.59,14.59,14.59,14.59,4,META
2021-07-08 13:45:00+00:00,33,2,6321,14.58,14.58,14.55,14.55,302,META
2021-07-08 13:46:00+00:00,33,2,6321,14.535,14.535,14.5,14.505,1394,META
2021-07-08 13:47:00+00:00,33,2,6321,14.505,14.505,14.505,14.505,214,META
2021-07-08 13:48:00+00:00,33,2,6321,14.505,14.505,14.505,14.505,8,META
2021-07-08 13:49:00+00:00,33,2,6321,14.505,14.505,14.495,14.495,229,META
2021-07-08 13:50:00+00:00,33,2,6321,14.495,14.495,14.495,14.495,328,META
2021-07-08 13:51:00+00:00,33,2,6321,14.495,14.495,14.495,14.495,213,META
2021-07-08 13:52:00+00:00,33,2,6321,14.495,14.495,14.495,14.495,1145,META
2021-07-08 13:53:00+00:00,33,2,6321,14.495,14.51,14.495,14.51,3132,META
2021-07-08 13:54:00+00:00,33,2,6321,14.56,14.56,14.56,14.56,5,META
2021-07-08 13:59:00+00:00,33,2,6321,14.56,14.56,14.56,14.56,85,META
2021-07-08 14:01:00+00:00,33,2,6321,14.56,14.56,14.56,14.56,50,META
2021-07-08 14:02:00+00:00,33,2,6321,14.56,14.56,14.56,14.56,116,META
2021-07-08 14:03:00+00:00,33,2,6321,14.55,14.56,14.55,14.56,55,META
2021-07-08 14:06:00+00:00,33,2,6321,14.6,14.6,14.6,14.6,20,META
2021-07-08 14:14:00+00:00,33,2,6321,14.64,14.64,14.64,14.64,1,META
2021-07-08 14:15:00+00:00,33,2,6321,14.64,14.64,14.64,14.64,10,META
2021-07-08 14:17:00+00:00,33,2,6321,14.67,14.67,14.67,14.67,434,META
2021-07-08 14:18:00+00:00,33,2,6321,14.69,14.69,14.67,14.68,160,META
2021-07-08 14:19:00+00:00,33,2,6321,14.68,14.68,14.66,14.66,86,META
2021-07-08 14:21:00+00:00,33,2,6321,14.645,14.65,14.64,14.64,206,META
2021-07-08 14:22:00+00:00,33,2,6321,14.64,14.64,14.63,14.63,6,META
2021-07-08 14:24:00+00:00,33,2,6321,14.62,14.62,14.62,14.62,50,META
2021-07-08 14:25:00+00:00,33,2,6321,14.63,14.63,14.63,14.63,120,META
2021-07-08 14:26:00+00:00,33,2,6321,14.66,14.66,14.66,14.66,431,META
2021-07-08 14:27:00+00:00,33,2,6321,14.67,14.67,14.65,14.65,195,META
2021-07-08 14:28:00+00:00,33,2,6321,14.67,14.69,14.67,14.69,32,META
2021-07-08 14:30:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,631,META
2021-07-08 14:32:00+00:00,33,2,6321,14.69,14.69,14.68,14.68,17,META
2021-07-08 14:33:00+00:00,33,2,6321,14.68,14.68,14.67,14.68,63,META
2021-07-08 14:34:00+00:00,33,2,6321,14.67,14.67,14.67,14.67,200,META
2021-07-08 14:38:00+00:00,33,2,6321,14.65,14.65,14.64,14.64,115,META
2021-07-08 14:39:00+00:00,33,2,6321,14.64,14.64,14.63,14.63,71,META
2021-07-08 14:49:00+00:00,33,2,6321,14.64,14.64,14.64,14.64,517,META
2021-07-08 14:56:00+00:00,33,2,6321,14.64,14.64,14.64,14.64,550,META
2021-07-08 15:00:00+00:00,33,2,6321,14.64,14.64,14.63,14.63,4,META
2021-07-08 15:01:00+00:00,33,2,6321,14.63,14.63,14.62,14.62,193,META
2021-07-08 15:02:00+00:00,33,2,6321,14.62,14.62,14.62,14.62,4,META
2021-07-08 15:03:00+00:00,33,2,6321,14.62,14.62,14.62,14.62,1,META
2021-07-08 15:04:00+00:00,33,2,6321,14.62,14.62,14.62,14.62,13,META
2021-07-08 15:10:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,9,META
2021-07-08 15:13:00+00:00,33,2,6321,14.67,14.67,14.67,14.67,10,META
2021-07-08 15:14:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,7,META
2021-07-08 15:15:00+00:00,33,2,6321,14.67,14.67,14.67,14.67,3,META
2021-07-08 15:17:00+00:00,33,2,6321,14.66,14.68,14.66,14.68,153,META
2021-07-08 15:20:00+00:00,33,2,6321,14.66,14.68,14.66,14.68,12,META
2021-07-08 15:25:00+00:00,33,2,6321,14.68,14.68,14.66,14.66,20,META
2021-07-08 15:26:00+00:00,33,2,6321,14.66,14.66,14.66,14.66,45,META
2021-07-08 15:27:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,3,META
2021-07-08 15:28:00+00:00,33,2,6321,14.67,14.67,14.67,14.67,10,META
2021-07-08 15:29:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,1,META
2021-07-08 15:32:00+00:00,33,2,6321,14.67,14.67,14.67,14.67,1,META
2021-07-08 15:33:00+00:00,33,2,6321,14.66,14.66,14.66,14.66,110,META
2021-07-08 15:36:00+00:00,33,2,6321,14.65,14.65,14.65,14.65,303,META
2021-07-08 15:37:00+00:00,33,2,6321,14.66,14.66,14.66,14.66,268,META
2021-07-08 15:42:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,53,META
2021-07-08 15:43:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,25,META
2021-07-08 15:44:00+00:00,33,2,6321,14.68,14.69,14.68,14.69,22,META
2021-07-08 15:46:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,20,META
2021-07-08 15:50:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,1,META
2021-07-08 16:02:00+00:00,33,2,6321,14.73,14.74,14.73,14.74,5,META
2021-07-08 16:03:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,30,META
2021-07-08 16:04:00+00:00,33,2,6321,14.71,14.73,14.71,14.73,80,META
2021-07-08 16:08:00+00:00,33,2,6321,14.72,14.73,14.71,14.73,135,META
2021-07-08 16:09:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,26,META
2021-07-08 16:13:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,4,META
2021-07-08 16:15:00+00:00,33,2,6321,14.715,14.715,14.715,14.715,1645,META
2021-07-08 16:16:00+00:00,33,2,6321,14.72,14.72,14.715,14.715,153,META
2021-07-08 16:17:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,12,META
2021-07-08 16:19:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,800,META
2021-07-08 16:20:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,249,META
2021-07-08 16:22:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,1,META
2021-07-08 16:26:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,100,META
2021-07-08 16:27:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,6,META
2021-07-08 16:31:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,5,META
2021-07-08 16:38:00+00:00,33,2,6321,14.74,14.74,14.74,14.74,1,META
2021-07-08 16:40:00+00:00,33,2,6321,14.75,14.75,14.75,14.75,101,META
2021-07-08 16:43:00+00:00,33,2,6321,14.74,14.74,14.74,14.74,100,META
2021-07-08 16:45:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,1,META
2021-07-08 16:46:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,87,META
2021-07-08 16:48:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,5,META
2021-07-08 16:49:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,15,META
2021-07-08 16:50:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,9,META
2021-07-08 16:56:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,1,META
2021-07-08 16:58:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,111,META
2021-07-08 16:59:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,31,META
2021-07-08 17:01:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,1,META
2021-07-08 17:12:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,2,META
2021-07-08 17:15:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,150,META
2021-07-08 17:19:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,100,META
2021-07-08 17:20:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,100,META
2021-07-08 17:22:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,50,META
2021-07-08 17:28:00+00:00,33,2,6321,14.76,14.76,14.76,14.76,2,META
2021-07-08 17:34:00+00:00,33,2,6321,14.78,14.78,14.78,14.78,1,META
2021-07-08 17:35:00+00:00,33,2,6321,14.78,14.78,14.76,14.76,57,META
2021-07-08 17:37:00+00:00,33,2,6321,14.78,14.78,14.78,14.78,50,META
2021-07-08 17:45:00+00:00,33,2,6321,14.78,14.78,14.78,14.78,19,META
2021-07-08 17:48:00+00:00,33,2,6321,14.78,14.78,14.77,14.77,16,META
2021-07-08 17:51:00+00:00,33,2,6321,14.78,14.78,14.78,14.78,20,META
2021-07-08 17:54:00+00:00,33,2,6321,14.76,14.76,14.76,14.76,89,META
2021-07-08 17:55:00+00:00,33,2,6321,14.76,14.76,14.75,14.75,13,META
2021-07-08 17:57:00+00:00,33,2,6321,14.77,14.77,14.77,14.77,4,META
2021-07-08 18:01:00+00:00,33,2,6321,14.76,14.76,14.76,14.76,5,META
2021-07-08 18:05:00+00:00,33,2,6321,14.77,14.77,14.77,14.77,1,META
2021-07-08 18:08:00+00:00,33,2,6321,14.76,14.76,14.76,14.76,1,META
2021-07-08 18:09:00+00:00,33,2,6321,14.74,14.74,14.74,14.74,173,META
2021-07-08 18:11:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,47,META
2021-07-08 18:12:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,117,META
2021-07-08 18:13:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,2,META
2021-07-08 18:14:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,2,META
2021-07-08 18:19:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,6,META
2021-07-08 18:25:00+00:00,33,2,6321,14.71,14.71,14.7,14.7,470,META
2021-07-08 18:49:00+00:00,33,2,6321,14.73,14.73,14.73,14.73,6,META
2021-07-08 18:50:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,4,META
2021-07-08 18:54:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,1,META
2021-07-08 18:55:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,25,META
2021-07-08 18:56:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,5,META
2021-07-08 18:57:00+00:00,33,2,6321,14.68,14.69,14.68,14.69,202,META
2021-07-08 18:58:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,50,META
2021-07-08 18:59:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,10,META
2021-07-08 19:00:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,1,META
2021-07-08 19:04:00+00:00,33,2,6321,14.74,14.74,14.74,14.74,30,META
2021-07-08 19:09:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,8,META
2021-07-08 19:13:00+00:00,33,2,6321,14.69,14.69,14.69,14.69,2,META
2021-07-08 19:23:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,21,META
2021-07-08 19:24:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,11,META
2021-07-08 19:25:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,206,META
2021-07-08 19:28:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,9,META
2021-07-08 19:38:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,2,META
2021-07-08 19:40:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,50,META
2021-07-08 19:42:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,10,META
2021-07-08 19:44:00+00:00,33,2,6321,14.68,14.68,14.68,14.68,12,META
2021-07-08 19:45:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,900,META
2021-07-08 19:46:00+00:00,33,2,6321,14.7,14.7,14.7,14.7,1420,META
2021-07-08 19:47:00+00:00,33,2,6321,14.7,14.71,14.7,14.7,1273,META
2021-07-08 19:48:00+00:00,33,2,6321,14.71,14.71,14.69,14.71,48,META
2021-07-08 19:49:00+00:00,33,2,6321,14.7,14.71,14.69,14.71,317,META
2021-07-08 19:50:00+00:00,33,2,6321,14.7,14.7,14.68,14.68,163,META
2021-07-08 19:53:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,4,META
2021-07-08 19:54:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,3,META
2021-07-08 19:55:00+00:00,33,2,6321,14.71,14.71,14.71,14.71,6,META
2021-07-08 19:56:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,300,META
2021-07-08 19:58:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,6,META
2021-07-08 19:59:00+00:00,33,2,6321,14.72,14.72,14.72,14.72,36,META
2021-07-08 20:35:00+00:00,33,2,6321,14.74,14.74,14.74,14.74,143,META
2021-07-08 21:00:00+00:00,33,2,6321,14.8,14.8,14.8,14.8,32,META
2021-07-08 21:37:00+00:00,33,2,6321,14.87,14.87,14.87,14.87,20,META
2021-07-08 21:59:00+00:00,33,2,6321,14.77,14.77,14.74,14.74,10,META
2021-07-09 08:26:00+00:00,33,2,6328,14.77,14.77,14.77,14.77,65,META
2021-07-09 08:34:00+00:00,33,2,6328,15.18,15.65,15.18,15.65,502,META
2021-07-09 08:42:00+00:00,33,2,6328,15.18,15.18,15.18,15.18,5,META
2021-07-09 08:43:00+00:00,33,2,6328,15.18,15.18,15.18,15.18,30,META
2021-07-09 08:45:00+00:00,33,2,6328,15.01,15.01,15.0,15.0,14,META
2021-07-09 08:46:00+00:00,33,2,6328,15.0,15.0,15.0,15.0,2,META
2021-07-09 08:48:00+00:00,33,2,6328,15.0,15.0,15.0,15.0,1,META
2021-07-09 08:49:00+00:00,33,2,6328,14.99,15.0,14.99,15.0,200,META
