date,mktrf,smb,hml,rmw,cma,rf,umd
2022-03-16,0.026100,0.004400,-0.018200,-0.011500,-0.015200,0.00000,-0.021000
2022-03-17,0.014300,0.001600,-0.010900,-0.015900,-0.001400,0.00000,-0.006900
2022-03-18,0.013300,-0.001900,-0.018500,-0.005400,-0.008000,0.00000,-0.009500
2022-03-21,-0.001700,-0.009400,0.016000,-0.001800,0.015700,0.00000,0.016000
2022-03-22,0.013100,-0.002200,-0.011500,-0.008100,-0.010100,0.00000,-0.008700
2022-03-23,-0.012500,-0.006100,0.003900,-0.005000,0.015500,0.00000,0.008300
2022-03-24,0.014200,-0.003200,-0.007800,-0.004700,-0.001800,0.00000,-0.002400
2022-03-25,0.002700,-0.003100,0.021900,0.002000,0.013300,0.00000,0.011000
2022-03-28,0.007300,-0.008700,-0.017100,0.005000,-0.011900,0.00000,-0.004600
2022-03-29,0.014500,0.012000,-0.019400,-0.003400,-0.009800,0.00000,-0.019800
2022-03-30,-0.008300,-0.011300,0.004200,0.004000,0.009200,0.00000,0.010100
2022-03-31,-0.015500,0.006200,-0.004300,-0.002300,0.003900,0.00000,0.004000
2022-04-01,0.003900,0.005700,-0.005800,-0.009100,0.000500,0.00001,-0.002000
2022-04-04,0.009400,-0.005400,-0.018700,-0.007800,-0.006600,0.00001,-0.015400
2022-04-05,-0.015500,-0.007200,0.008200,0.006900,0.001700,0.00001,0.011600
2022-04-06,-0.012400,-0.003100,0.010900,0.002400,0.008500,0.00001,0.014500
2022-04-07,0.003300,-0.006100,-0.001300,0.003800,0.003400,0.00001,0.012100
2022-04-08,-0.003900,-0.005300,0.022400,0.003600,0.010400,0.00001,0.009400
2022-04-11,-0.015400,0.006200,0.010600,0.004400,0.000600,0.00001,-0.008400
2022-04-12,-0.002900,0.005700,0.004600,-0.002600,0.010500,0.00001,0.009600
2022-04-13,0.014000,0.006200,-0.007000,-0.010000,0.000200,0.00001,-0.001900
2022-04-14,-0.012800,0.003200,0.014100,0.001800,0.009400,0.00001,0.007900
2022-04-18,-0.002100,-0.005700,0.018100,0.007600,0.006300,0.00001,0.015000
2022-04-19,0.017700,0.004000,-0.009400,0.005400,-0.012700,0.00001,-0.013700
2022-04-20,-0.002800,0.004800,0.012600,0.007600,0.011300,0.00001,0.021800
2022-04-21,-0.017600,-0.005500,0.003800,0.017500,0.004000,0.00001,0.003800
2022-04-22,-0.027400,0.002600,-0.001700,-0.001200,-0.002200,0.00001,-0.002900
2022-04-25,0.007100,0.001200,-0.018400,0.001100,-0.010600,0.00001,-0.012400
2022-04-26,-0.030000,-0.003600,0.017800,0.002300,0.012200,0.00001,0.012800
2022-04-27,0.001200,-0.005700,0.003500,0.001500,0.008000,0.00001,0.012200
2022-04-28,0.024400,-0.005100,-0.004400,0.004600,0.000900,0.00001,-0.004100
2022-04-29,-0.035300,0.008700,0.005900,-0.002400,0.006600,0.00001,0.002600
2022-05-02,0.008000,0.003900,-0.011500,-0.006200,-0.013400,0.00001,-0.017900
2022-05-03,0.004100,0.001500,0.016400,0.000000,0.011500,0.00001,0.008000
2022-05-04,0.030000,-0.005300,0.003400,0.000700,0.000700,0.00001,-0.003100
2022-05-05,-0.038000,-0.002500,0.023700,0.006100,0.011700,0.00001,0.012400
2022-05-06,-0.008500,-0.010200,0.017900,0.010100,0.013600,0.00001,0.014000
2022-05-09,-0.035400,-0.000300,0.013100,0.042100,-0.003000,0.00001,0.000800
2022-05-10,0.002000,-0.004900,-0.012400,-0.006600,0.003100,0.00001,0.010300
2022-05-11,-0.019500,-0.005900,0.025900,0.007000,0.009500,0.00001,0.020300
2022-05-12,0.001700,0.012100,-0.012400,-0.003700,-0.011000,0.00001,-0.025000
2022-05-13,0.027600,0.003700,-0.021600,-0.021300,-0.006900,0.00001,-0.014100
2022-05-16,-0.006000,0.000900,0.013400,0.001900,0.013300,0.00001,0.016100
2022-05-17,0.021500,0.009400,-0.000400,-0.006900,-0.003200,0.00001,-0.014600
2022-05-18,-0.040400,0.004600,0.015400,-0.005400,0.003500,0.00001,0.000300
2022-05-19,-0.003400,0.003900,-0.007700,-0.011900,-0.008600,0.00001,-0.013800
2022-05-20,-0.000500,-0.001300,-0.001900,-0.001100,0.001600,0.00001,-0.001600
2022-05-23,0.017400,-0.009300,0.013200,-0.000300,0.010200,0.00001,0.009300
2022-05-24,-0.012300,-0.004800,0.018500,0.014300,0.011400,0.00001,0.022300
2022-05-25,0.012200,0.007500,0.002000,-0.005600,0.000100,0.00001,-0.008900
2022-05-26,0.021800,0.000100,-0.005900,-0.001400,-0.003100,0.00001,-0.008500
2022-05-27,0.025800,0.000100,-0.012400,-0.006300,-0.002600,0.00001,-0.007300
2022-05-31,-0.007100,-0.003700,0.004000,0.007800,-0.002400,0.00001,-0.005300
2022-06-01,-0.007500,0.002500,0.007200,-0.002400,0.010800,0.00003,0.012500
2022-06-02,0.020900,0.004100,-0.020500,-0.004300,-0.014900,0.00003,-0.019000
2022-06-03,-0.016300,0.010200,0.005200,-0.008000,0.004500,0.00003,0.008400
2022-06-06,0.003300,0.000400,0.006900,0.005000,0.001800,0.00003,0.000300
2022-06-07,0.009900,0.001900,-0.001500,-0.015800,0.006600,0.00003,0.002500
2022-06-08,-0.010200,-0.002600,-0.005400,-0.006900,-0.002400,0.00003,-0.009300
2022-06-09,-0.024400,0.004500,0.002400,0.008600,0.001500,0.00003,0.012100
2022-06-10,-0.030000,0.002700,0.006200,0.003100,0.005000,0.00003,0.024800
2022-06-13,-0.041300,-0.004600,0.006100,0.017000,-0.003600,0.00003,0.019700
2022-06-14,-0.002500,0.001000,0.001300,0.001200,0.000400,0.00003,0.003900
2022-06-15,0.015500,-0.000100,-0.016800,-0.002100,-0.011400,0.00003,-0.023000
2022-06-16,-0.035200,-0.010800,0.000000,0.006000,-0.006400,0.00003,0.009600
2022-06-17,0.004600,0.007300,-0.026300,0.003800,-0.020200,0.00003,-0.035200
2022-06-21,0.023800,-0.008400,0.002600,-0.009100,0.000000,0.00003,0.013200
2022-06-22,-0.001900,0.000400,-0.017900,0.006300,-0.016100,0.00003,-0.016900
2022-06-23,0.011300,0.003200,-0.038700,0.005000,-0.018800,0.00003,-0.037500
2022-06-24,0.031100,-0.004200,-0.000300,0.001100,-0.003300,0.00003,-0.010000
2022-06-27,-0.002800,0.007600,0.012600,-0.003000,0.012900,0.00003,0.024300
2022-06-28,-0.020900,0.000400,0.023600,-0.007000,0.013000,0.00003,0.028900
2022-06-29,-0.002000,-0.005800,-0.013200,0.010900,-0.008600,0.00003,-0.001000
2022-06-30,-0.009600,0.005100,-0.001500,0.009000,-0.001600,0.00003,0.010300
2022-07-01,0.011400,-0.000200,0.001100,-0.007500,-0.000700,0.00004,-0.011200
2022-07-05,0.004800,0.011200,-0.033500,-0.017400,-0.021500,0.00004,-0.047900
2022-07-06,0.001700,-0.008900,-0.007300,0.000500,-0.003100,0.00004,0.002800
2022-07-07,0.017700,0.008900,-0.009600,-0.008400,-0.013200,0.00004,-0.009900
2022-07-08,-0.000700,0.000700,-0.000700,-0.002500,-0.002100,0.00004,0.004700
2022-07-11,-0.013900,-0.009900,0.015900,0.017100,0.012600,0.00004,0.026800
2022-07-12,-0.008800,0.008500,0.005200,0.001000,0.008300,0.00004,-0.006600
2022-07-13,-0.003900,0.004300,-0.003800,0.000400,-0.003300,0.00004,-0.000200
2022-07-14,-0.004100,-0.004700,-0.010100,0.007800,-0.000300,0.00004,0.005500
2022-07-15,0.019500,0.000400,0.004600,-0.002200,-0.003900,0.00004,-0.006800
2022-07-18,-0.007100,0.003700,0.010200,0.001400,-0.000900,0.00004,0.002400
2022-07-19,0.028100,0.008400,-0.005400,-0.002700,-0.005900,0.00004,-0.016200
2022-07-20,0.008900,0.010800,-0.013100,-0.014800,-0.014900,0.00004,-0.027800
2022-07-21,0.009700,-0.003300,-0.016000,-0.002500,-0.008900,0.00004,-0.010400
2022-07-22,-0.011900,-0.008400,0.013800,0.017400,0.015200,0.00004,0.022800
2022-07-25,0.001200,0.001000,0.016800,0.006500,0.005200,0.00004,0.021500
2022-07-26,-0.013200,0.003400,0.010600,0.005700,0.011600,0.00004,0.023800
2022-07-27,0.027200,0.001600,-0.012600,-0.002000,-0.013400,0.00004,-0.017800
2022-07-28,0.011900,-0.000400,-0.008600,0.001500,-0.008800,0.00004,-0.001500
2022-07-29,0.014500,-0.008800,0.004500,0.004800,-0.011700,0.00004,-0.004800
2022-08-01,-0.001900,0.001800,-0.002600,0.001700,0.003500,0.00008,-0.004800
2022-08-02,-0.004900,0.005800,-0.014000,-0.021800,-0.004600,0.00008,-0.010400
2022-08-03,0.016700,0.002800,-0.019300,-0.014900,-0.007100,0.00008,-0.030900
2022-08-04,-0.000600,0.004100,-0.016500,-0.013000,-0.008600,0.00008,-0.015400
2022-08-05,-0.000400,0.009400,-0.000600,-0.012700,-0.002200,0.00008,-0.001000
2022-08-08,0.000000,0.009700,-0.000800,-0.004400,0.002100,0.00008,-0.008900
2022-08-09,-0.006800,-0.013700,0.021100,0.008700,0.013000,0.00008,0.026800
2022-08-10,0.023600,0.007700,-0.015900,-0.013800,-0.013600,0.00008,-0.030000
2022-08-11,-0.000700,0.002100,0.016500,0.007400,0.009000,0.00008,0.007800
2022-08-12,0.017600,0.004900,-0.007300,-0.006500,-0.005300,0.00008,-0.006700
2022-08-15,0.003800,-0.000200,-0.006200,-0.001800,-0.000100,0.00008,-0.000300
2022-08-16,0.001900,-0.001400,0.007100,0.010300,0.005200,0.00008,0.002000
2022-08-17,-0.009300,-0.009200,0.010400,0.012700,0.006700,0.00008,0.023600
2022-08-18,0.002700,0.003500,0.004700,0.007900,0.000800,0.00008,0.011900
2022-08-19,-0.015000,-0.009400,0.009600,0.010600,0.012500,0.00008,0.024400
2022-08-22,-0.021400,-0.000400,0.003700,0.002000,0.002000,0.00008,0.015300
2022-08-23,-0.001100,0.001100,0.003300,-0.003600,-0.001900,0.00008,0.001600
2022-08-24,0.004000,0.005200,-0.006100,-0.014300,-0.004800,0.00008,-0.008300
2022-08-25,0.014500,0.001200,-0.000100,0.001500,-0.003800,0.00008,-0.007900
2022-08-26,-0.033700,-0.002700,0.016800,0.002200,0.008500,0.00008,0.019500
2022-08-29,-0.007200,-0.003900,0.004300,0.002600,0.004300,0.00008,0.006200
2022-08-30,-0.011100,-0.003800,-0.002400,-0.002400,0.001200,0.00008,-0.008800
2022-08-31,-0.007400,0.002300,-0.004500,-0.006200,-0.001300,0.00008,-0.002500
2022-09-01,-0.000100,-0.010400,-0.003000,0.006200,0.005500,0.00009,0.001200
2022-09-02,-0.009900,0.001100,0.010600,-0.000600,0.002700,0.00009,0.007000
2022-09-06,-0.005100,-0.005400,-0.005200,-0.001700,-0.007000,0.00009,0.003100
2022-09-07,0.019200,0.004100,-0.015300,-0.013000,-0.005400,0.00009,-0.018700
2022-09-08,0.007800,-0.001500,-0.002000,-0.012900,-0.010100,0.00009,-0.012600
2022-09-09,0.016700,0.003800,-0.005100,-0.001000,-0.004900,0.00009,-0.011200
2022-09-12,0.010700,0.002500,-0.001700,-0.001300,-0.001300,0.00009,-0.001300
2022-09-13,-0.042900,0.000500,0.014400,-0.003100,0.009000,0.00009,0.019100
2022-09-14,0.004500,-0.001900,-0.002800,-0.007300,-0.004200,0.00009,0.004300
2022-09-15,-0.010300,0.003900,0.005400,-0.003600,0.002400,0.00009,-0.000900
2022-09-16,-0.009900,-0.007500,0.008500,0.016900,0.009500,0.00009,0.015800
2022-09-19,0.007200,-0.000700,0.006700,0.006100,-0.000700,0.00009,0.007800
2022-09-20,-0.011600,-0.003000,0.000400,-0.001200,0.003300,0.00009,0.012900
2022-09-21,-0.016800,0.003300,0.000800,0.003800,0.001000,0.00009,0.006200
2022-09-22,-0.011400,-0.011600,0.004100,0.011600,0.009000,0.00009,0.017100
2022-09-23,-0.018500,-0.004700,-0.008100,0.001800,-0.002600,0.00009,-0.008300
2022-09-26,-0.010200,-0.000500,-0.007500,0.001700,-0.004200,0.00009,0.007200
2022-09-27,-0.000500,0.005800,-0.009300,-0.006200,-0.009000,0.00009,-0.001000
2022-09-28,0.021500,0.009200,-0.003300,-0.008600,-0.007100,0.00009,-0.013800
2022-09-29,-0.021700,-0.002800,0.008600,0.004300,0.005000,0.00009,0.008800
2022-09-30,-0.014200,0.005900,0.002600,-0.006600,-0.000900,0.00009,0.005000
2022-10-03,0.025500,0.000100,0.006900,0.009000,0.003700,0.00011,-0.001700
2022-10-04,0.033000,0.007200,-0.000600,-0.010400,-0.002900,0.00011,-0.022800
2022-10-05,-0.002200,-0.003700,0.000600,0.003500,0.001600,0.00011,0.004900
2022-10-06,-0.008600,0.004600,0.001300,-0.001200,-0.004600,0.00011,0.000100
2022-10-07,-0.029100,-0.002300,0.016800,0.009700,0.014600,0.00011,0.021000
2022-10-10,-0.008100,0.002400,0.007600,0.015200,0.004000,0.00011,0.013000
2022-10-11,-0.007000,0.006100,0.003200,0.005700,0.006400,0.00011,0.009000
2022-10-12,-0.002800,0.000200,0.000200,-0.000200,0.000000,0.00011,-0.006000
2022-10-13,0.024000,-0.002600,0.015700,0.005400,0.009600,0.00011,0.005900
2022-10-14,-0.024600,-0.002100,0.012000,0.005300,0.015700,0.00011,0.007500
2022-10-17,0.027400,0.003800,-0.014200,-0.010100,-0.011900,0.00011,-0.020800
2022-10-18,0.011900,-0.001300,0.000100,-0.004300,0.000300,0.00011,-0.002900
2022-10-19,-0.008700,-0.012000,0.012100,0.006900,0.007800,0.00011,0.019700
2022-10-20,-0.008000,-0.003300,-0.004300,-0.006100,0.001100,0.00011,-0.006000
2022-10-21,0.023000,-0.000500,0.001100,0.006100,-0.002200,0.00011,0.002700
2022-10-24,0.010300,-0.006300,0.004500,0.011600,0.004900,0.00011,0.007800
2022-10-25,0.017800,0.010200,-0.015200,-0.011800,-0.012400,0.00011,-0.029300
2022-10-26,-0.006600,0.007000,0.008900,-0.008000,0.006800,0.00011,0.005000
2022-10-27,-0.005400,0.004300,0.010900,-0.003700,0.005100,0.00011,0.005100
2022-10-28,0.023200,0.000500,-0.003400,0.003800,0.006200,0.00011,0.000400
2022-10-31,-0.006700,0.004700,0.007500,-0.002100,0.004900,0.00011,0.007400
2022-11-01,-0.003500,0.004400,0.007800,-0.000300,0.004000,0.00014,-0.001200
2022-11-02,-0.026700,-0.008700,0.016000,0.002100,0.010500,0.00014,0.021600
2022-11-03,-0.010300,0.003900,0.003200,-0.001500,0.000600,0.00014,0.005000
2022-11-04,0.011600,-0.002600,0.012800,0.021800,0.006200,0.00014,0.002400
2022-11-07,0.008700,-0.003400,0.006100,0.010600,0.009500,0.00014,0.001900
2022-11-08,0.005000,-0.005500,-0.003600,-0.001900,0.000600,0.00014,-0.002900
2022-11-09,-0.022500,-0.005100,0.005500,0.009400,0.010700,0.00014,0.016300
2022-11-10,0.056800,0.010100,-0.031000,-0.006500,-0.027400,0.00014,-0.066800
2022-11-11,0.010700,0.001700,-0.010700,-0.008800,-0.011400,0.00014,-0.045800
2022-11-14,-0.009500,-0.002500,0.002700,0.005400,0.004300,0.00014,0.018000
2022-11-15,0.010300,0.004600,-0.007100,-0.004900,-0.005100,0.00014,-0.016400
2022-11-16,-0.010400,-0.010700,0.005600,0.011900,0.009200,0.00014,0.026900
2022-11-17,-0.004200,-0.002900,0.005800,0.013700,0.007500,0.00014,0.016400
2022-11-18,0.004000,-0.000900,0.000900,0.004000,0.006200,0.00014,0.013100
2022-11-21,-0.005300,-0.002100,0.009900,0.004800,0.011000,0.00014,0.016200
2022-11-22,0.013600,-0.003800,0.004300,0.007200,-0.002300,0.00014,-0.000600
2022-11-23,0.006300,-0.002400,-0.009400,-0.007400,-0.005700,0.00014,-0.018400
2022-11-25,-0.000200,0.002700,0.004300,-0.001700,0.001400,0.00014,0.006600
2022-11-28,-0.015500,-0.004700,-0.002000,0.003000,0.002900,0.00014,0.007900
2022-11-29,-0.001800,0.003400,0.010200,0.002000,0.004700,0.00014,0.003900
2022-11-30,0.031200,-0.001500,-0.020700,-0.007700,-0.014100,0.00014,-0.028200
2022-12-01,-0.000300,0.000400,-0.006900,-0.003200,-0.003200,0.00016,-0.006700
2022-12-02,-0.000800,0.008400,-0.005500,-0.004100,0.003200,0.00016,0.002100
2022-12-05,-0.020200,-0.005400,-0.005200,0.008800,0.009700,0.00016,0.007200
2022-12-06,-0.015100,-0.000200,0.011500,0.008100,0.007100,0.00016,0.015400
2022-12-07,-0.002400,-0.001700,-0.003400,0.000900,-0.002100,0.00016,0.005500
2022-12-08,0.007600,-0.000900,-0.012200,-0.005700,-0.006400,0.00016,-0.013100
2022-12-09,-0.008000,-0.005300,0.003500,0.002300,0.001400,0.00016,-0.005600
2022-12-12,0.014100,-0.002900,-0.001600,-0.002400,-0.001300,0.00016,0.000700
2022-12-13,0.006600,0.000800,-0.007400,-0.002800,-0.005800,0.00016,-0.012400
2022-12-14,-0.005600,0.000300,-0.004400,-0.001400,-0.000900,0.00016,0.002100
2022-12-15,-0.025700,-0.001200,0.013700,0.002600,0.003700,0.00016,0.016400
2022-12-16,-0.010200,0.005500,0.001800,-0.000600,0.004000,0.00016,0.003500
2022-12-19,-0.010100,-0.006100,0.012300,0.006600,0.011800,0.00016,0.020800
2022-12-20,0.001300,0.002400,0.002500,-0.005000,0.004600,0.00016,0.006400
2022-12-21,0.015200,0.001400,-0.001300,0.003600,-0.002700,0.00016,-0.000600
2022-12-22,-0.015200,0.002100,0.003600,-0.000700,0.008700,0.00016,0.009200
2022-12-23,0.005100,-0.003400,0.011600,0.008600,0.004600,0.00016,0.009800
2022-12-27,-0.005100,-0.004300,0.014300,0.011500,0.012200,0.00016,0.021400
2022-12-28,-0.012400,-0.002900,-0.002900,-0.009700,-0.000400,0.00016,-0.003200
2022-12-29,0.018700,0.010400,-0.010700,-0.010200,-0.008200,0.00016,-0.026700
2022-12-30,-0.002200,0.001300,-0.000300,-0.005300,0.000100,0.00016,-0.002500
2023-01-03,-0.004800,0.000500,-0.001200,0.002500,0.005100,0.00017,-0.011500
2023-01-04,0.008100,0.005600,0.000500,-0.007800,-0.000200,0.00017,-0.020900
2023-01-05,-0.011400,0.001400,0.012200,0.007800,0.008000,0.00017,0.012100
2023-01-06,0.022100,-0.000100,0.000500,0.008500,0.001400,0.00017,-0.000700
2023-01-09,0.000400,0.003400,-0.012400,-0.006900,-0.010100,0.00017,-0.020300
2023-01-10,0.008000,0.008700,-0.005600,-0.004600,-0.004700,0.00017,-0.010200
2023-01-11,0.012600,0.000200,-0.008200,-0.001700,-0.010200,0.00017,-0.017400
2023-01-12,0.004600,0.014000,-0.003000,-0.011100,-0.005100,0.00017,-0.005800
2023-01-13,0.004600,0.002300,-0.002900,-0.002100,-0.002600,0.00017,-0.002000
2023-01-17,-0.001800,-0.000300,-0.005200,-0.006100,-0.004000,0.00017,-0.006400
2023-01-18,-0.015500,0.000300,-0.007000,0.003300,-0.000900,0.00017,-0.003000
2023-01-19,-0.008600,-0.000900,0.008400,0.005700,0.006600,0.00017,0.005900
2023-01-20,0.019500,-0.000300,-0.007000,-0.001900,-0.007300,0.00017,-0.021900
2023-01-23,0.012900,-0.000400,-0.010000,-0.004800,-0.010000,0.00017,-0.021500
2023-01-24,-0.001600,-0.001700,0.002000,-0.002300,0.003700,0.00017,0.011100
2023-01-25,0.000000,0.001300,0.006500,0.000400,0.002200,0.00017,0.001200
2023-01-26,0.010800,-0.006200,0.000200,-0.001900,-0.003400,0.00017,-0.012100
2023-01-27,0.003600,0.003300,-0.011500,-0.006400,-0.012000,0.00017,-0.024200
2023-01-30,-0.013800,0.000400,0.007200,0.004100,0.008200,0.00017,0.013700
2023-01-31,0.015800,0.009400,-0.000700,-0.000600,-0.005100,0.00017,-0.006800
2023-02-01,0.011900,0.006300,-0.016700,-0.002000,-0.010900,0.00018,-0.025600
2023-02-02,0.015400,0.011600,-0.020700,-0.002300,-0.016500,0.00018,-0.046700
2023-02-03,-0.010800,0.003700,0.009500,0.010200,0.009700,0.00018,0.016100
2023-02-06,-0.007300,-0.008000,0.004100,-0.002700,0.004100,0.00018,0.009700
2023-02-07,0.012400,-0.005100,-0.000400,0.003200,-0.003600,0.00018,-0.007700
2023-02-08,-0.011800,-0.006800,0.007200,-0.003300,-0.000500,0.00018,0.008300
2023-02-09,-0.009500,-0.006100,0.002000,0.003100,0.004100,0.00018,0.010800
2023-02-10,0.001100,-0.003100,0.015400,0.006100,0.008600,0.00018,0.022000
2023-02-13,0.011400,0.000900,-0.007300,0.004600,-0.002800,0.00018,-0.006500
2023-02-14,0.001200,-0.000500,-0.006700,-0.006800,-0.009000,0.00018,-0.008600
2023-02-15,0.005100,0.007300,-0.009000,-0.011200,-0.010100,0.00018,-0.016300
2023-02-16,-0.013700,0.002200,0.009700,0.008400,0.008700,0.00018,0.013200
2023-02-17,-0.002800,0.006500,-0.001500,0.001600,0.005200,0.00018,0.005300
2023-02-21,-0.021600,-0.011500,0.008700,0.003600,0.007700,0.00018,0.014900
2023-02-22,-0.000400,0.004500,-0.004300,-0.003700,-0.003900,0.00018,-0.005600
2023-02-23,0.004600,0.001000,-0.002400,-0.000100,-0.003800,0.00018,0.000600
2023-02-24,-0.010900,-0.002700,0.012400,0.002500,0.003800,0.00018,0.012200
2023-02-27,0.003100,0.000500,-0.002800,0.000600,-0.004000,0.00018,-0.002500
2023-02-28,-0.002600,0.005300,-0.007100,-0.005700,-0.001600,0.00018,-0.004200
2023-03-01,-0.004200,0.004000,0.006200,0.002000,0.006100,0.00016,0.016000
2023-03-02,0.006700,-0.005000,-0.004100,-0.001400,0.001800,0.00016,-0.003100
2023-03-03,0.016100,-0.000800,-0.005200,-0.003500,-0.006500,0.00016,-0.008200
2023-03-06,-0.001300,-0.016100,-0.000900,0.003200,-0.001300,0.00016,0.006300
2023-03-07,-0.014500,0.006200,-0.006600,-0.001100,-0.001700,0.00016,0.002400
2023-03-08,0.000800,0.000800,-0.003900,0.003800,-0.001300,0.00016,-0.001200
2023-03-09,-0.020200,-0.006800,-0.006700,0.010300,0.006300,0.00016,0.010500
2023-03-10,-0.016800,-0.013800,0.008100,0.009800,0.010700,0.00016,0.005000
2023-03-13,-0.003400,-0.011700,-0.035200,-0.009900,-0.006100,0.00016,-0.005400
2023-03-14,0.017100,0.000000,-0.004000,-0.002200,-0.004400,0.00016,-0.001600
2023-03-15,-0.007900,-0.005200,-0.018200,0.003500,-0.004300,0.00016,-0.019000
2023-03-16,0.017600,0.000100,-0.001900,0.000700,-0.007100,0.00016,-0.005500
2023-03-17,-0.012100,-0.010600,-0.015600,0.002700,-0.002400,0.00016,-0.000300
2023-03-20,0.008400,-0.003600,0.007400,0.005200,0.007100,0.00016,0.013500
2023-03-21,0.014900,0.004700,0.006700,-0.002600,-0.010700,0.00016,-0.012600
2023-03-22,-0.017400,-0.008100,-0.004700,0.007900,0.002000,0.00016,0.007800
2023-03-23,0.002100,-0.004400,-0.015400,0.000600,-0.008400,0.00016,-0.004000
2023-03-24,0.004600,0.001700,0.007200,0.003600,0.003800,0.00016,0.003300
2023-03-27,0.002700,0.005100,0.010100,-0.002700,0.003600,0.00016,0.008300
2023-03-28,-0.001700,-0.000200,0.007500,0.000900,0.005400,0.00016,0.007300
2023-03-29,0.013900,-0.003500,-0.005300,-0.008900,-0.005200,0.00016,-0.010900
2023-03-30,0.005000,-0.006200,-0.005800,0.002100,-0.001100,0.00016,-0.003900
2023-03-31,0.015300,0.005100,-0.007700,-0.004500,-0.007700,0.00016,-0.010100
2023-04-03,0.002800,-0.001900,0.007800,0.005100,0.007100,0.00018,0.010500
2023-04-04,-0.007200,-0.011300,-0.007300,0.000000,0.000000,0.00018,-0.012400
2023-04-05,-0.004000,-0.010100,0.014000,0.007900,0.011700,0.00018,0.008200
2023-04-06,0.003400,-0.000300,-0.005300,-0.004100,-0.001400,0.00018,-0.009600
2023-04-10,0.002000,0.008600,0.002800,-0.000600,-0.001100,0.00018,0.004600
2023-04-11,0.000600,0.007100,0.005800,0.000600,0.001200,0.00018,-0.000100
2023-04-12,-0.005100,-0.004300,0.003700,0.004900,0.004000,0.00018,0.013100
2023-04-13,0.013900,0.001600,-0.011700,-0.002100,-0.006800,0.00018,-0.011400
2023-04-14,-0.002300,-0.007600,0.002000,0.006100,0.001100,0.00018,0.004900
2023-04-17,0.003300,0.007000,-0.002000,-0.013000,-0.002600,0.00018,-0.003300
2023-04-18,0.000400,-0.004000,-0.002900,-0.000200,0.001800,0.00018,0.010500
2023-04-19,-0.000400,0.002600,0.003900,-0.000200,0.001200,0.00018,-0.001800
2023-04-20,-0.006100,0.001200,-0.002600,0.007200,0.004800,0.00018,0.016700
2023-04-21,0.000800,0.000900,-0.009100,-0.006100,-0.001000,0.00018,-0.005100
2023-04-24,0.000000,-0.002700,0.004800,0.006500,0.002900,0.00018,0.004700
2023-04-25,-0.017600,-0.008300,0.001100,0.004400,0.008800,0.00018,0.010800
2023-04-26,-0.004100,-0.000500,-0.007600,0.000400,-0.003300,0.00018,-0.005000
2023-04-27,0.018500,-0.006000,0.000000,0.004600,-0.002000,0.00018,-0.006300
2023-04-28,0.007700,0.002200,0.001800,0.001100,0.002200,0.00018,0.000500
2023-05-01,-0.000200,0.001700,-0.007900,-0.005100,0.001800,0.00016,0.014700
2023-05-02,-0.012800,-0.007300,-0.013900,0.006900,0.000400,0.00016,0.009400
2023-05-03,-0.005600,0.008700,-0.010200,-0.009000,-0.004300,0.00016,-0.002100
2023-05-04,-0.007800,-0.004700,-0.010000,-0.005500,-0.002700,0.00016,0.003600
2023-05-05,0.019000,0.005000,0.006100,0.002400,-0.006400,0.00016,-0.012200
2023-05-08,0.000800,-0.003800,-0.002700,-0.005400,-0.003900,0.00016,0.003000
2023-05-09,-0.004300,0.001100,-0.000500,-0.003700,-0.003900,0.00016,0.006400
2023-05-10,0.004300,0.002000,-0.013100,-0.000700,-0.007800,0.00016,0.001600
2023-05-11,-0.002100,-0.005100,-0.000700,0.008600,0.001100,0.00016,0.001600
2023-05-12,-0.002200,-0.001100,0.003500,0.004000,0.004700,0.00016,0.005000
2023-05-15,0.004700,0.007800,0.000100,-0.007400,-0.004600,0.00016,-0.009700
2023-05-16,-0.007200,-0.004500,-0.004700,0.007500,-0.001000,0.00016,0.007000
2023-05-17,0.013200,0.008500,0.011800,-0.003900,-0.002800,0.00016,-0.015500
2023-05-18,0.009900,-0.002300,-0.003800,0.001500,-0.007000,0.00016,-0.003000
2023-05-19,-0.002600,-0.003900,-0.003100,-0.000200,0.001800,0.00016,0.005300
2023-05-22,0.001700,0.011100,-0.002200,-0.012400,-0.009100,0.00016,-0.019900
2023-05-23,-0.010900,0.006100,0.010500,0.002100,0.001800,0.00016,-0.009900
2023-05-24,-0.007200,-0.003900,-0.001900,-0.000300,-0.000500,0.00016,0.009300
2023-05-25,0.006400,-0.010900,-0.010900,0.013400,-0.012300,0.00016,0.016700
2023-05-26,0.013200,-0.002900,-0.008700,-0.002600,-0.005300,0.00016,-0.005600
2023-05-30,-0.000100,-0.002500,-0.004100,-0.003600,-0.009700,0.00016,-0.005800
2023-05-31,-0.006000,-0.002500,-0.011300,-0.009500,0.000800,0.00016,0.002200
2023-06-01,0.010200,0.000500,-0.000700,-0.001200,-0.003800,0.00019,0.001400
2023-06-02,0.016200,0.017400,0.016500,0.004200,0.007500,0.00019,-0.012300
2023-06-05,-0.002600,-0.010900,-0.007400,-0.006000,-0.004000,0.00019,0.005000
2023-06-06,0.004700,0.022500,0.013200,-0.001800,-0.004100,0.00019,-0.016600
2023-06-07,-0.003600,0.018900,0.022500,0.007300,0.012800,0.00019,-0.014600
2023-06-08,0.005900,-0.007700,-0.011500,-0.001600,-0.004900,0.00019,0.004200
