,CLOSE,MKT_CAP_ARD
2010-01-04,1132.99,
2010-01-05,1136.52,
2010-01-06,1137.14,
2010-01-07,1141.69,
2010-01-08,1144.98,
2010-01-11,1146.98,
2010-01-12,1136.22,
2010-01-13,1145.68,
2010-01-14,1148.46,
2010-01-15,1136.03,
2010-01-18,1136.03,
2010-01-19,1150.23,
2010-01-20,1138.04,
2010-01-21,1116.48,
2010-01-22,1091.76,
2010-01-25,1096.78,
2010-01-26,1092.17,
2010-01-27,1097.5,
2010-01-28,1084.53,
2010-01-29,1073.87,
2010-02-01,1089.19,
2010-02-02,1103.32,
2010-02-03,1097.28,
2010-02-04,1063.11,
2010-02-05,1066.19,
2010-02-08,1056.74,
2010-02-09,1070.52,
2010-02-10,1068.13,
2010-02-11,1078.47,
2010-02-12,1075.51,
2010-02-22,1108.01,
2010-02-23,1094.6,
2010-02-24,1105.24,
2010-02-25,1102.94,
2010-02-26,1104.49,
2010-03-01,1115.71,
2010-03-02,1118.31,
2010-03-03,1118.79,
2010-03-04,1122.97,
2010-03-05,1138.7,
2010-03-08,1138.5,
2010-03-09,1140.45,
2010-03-10,1145.61,
2010-03-11,1150.24,
2010-03-12,1149.99,
2010-03-15,1150.51,
2010-03-16,1159.46,
2010-03-17,1166.21,
2010-03-18,1165.83,
2010-03-19,1159.9,
2010-03-22,1165.81,
2010-03-23,1174.17,
2010-03-24,1167.72,
2010-03-25,1165.73,
2010-03-26,1166.59,
2010-03-29,1173.22,
2010-03-30,1173.27,
2010-03-31,1169.43,
2010-04-01,1178.1,
2010-04-02,1178.1,
2010-04-06,1189.44,
2010-04-07,1182.45,
2010-04-08,1186.44,
2010-04-09,1194.37,
2010-04-12,1196.48,
2010-04-13,1197.3,
2010-04-14,1210.65,
2010-04-15,1211.67,
2010-04-16,1192.13,
2010-04-19,1197.52,
2010-04-20,1207.17,
2010-04-21,1205.94,
2010-04-22,1208.67,
2010-04-23,1217.28,
2010-04-26,1212.05,
2010-04-27,1183.71,
2010-04-28,1191.36,
2010-04-29,1206.78,
2010-04-30,1186.69,
2010-05-04,1173.6,
2010-05-05,1165.9,
2010-05-06,1128.15,
2010-05-07,1110.88,
2010-05-10,1159.73,
2010-05-11,1155.79,
2010-05-12,1171.67,
2010-05-13,1157.44,
2010-05-14,1135.68,
2010-05-17,1136.94,
2010-05-18,1120.8,
2010-05-19,1115.05,
2010-05-20,1071.59,
2010-05-21,1087.69,
2010-05-24,1073.65,
